sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
158,0.022 008 750,"SysTick","ISR Exit","Returns to Scheduler",176070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1014,3,12 F4 03 
159,0.022 072 500,"SystemTask","Task Run","Runs for 129.000 us",176580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1017,5,04 D0 0C FE 03 
160,0.022 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",177097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1022,5,23 01 01 85 04 
161,0.022 201 500,"SystemTask","Task Block","Delayed",177612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1027,6,07 D0 0C 04 83 04 
162,0.022 319 750,"Idle","System Idle","Idle for 689.000 us",178558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1033,3,11 B2 07 
163,0.022 882 125,"SysTick","ISR Enter","Runs for 126.625 us",183057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1036,4,02 0F 93 23 
164,0.022 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",183570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1040,5,06 D0 0C 81 04 
165,0.023 008 750,"SysTick","ISR Exit","Returns to Scheduler",184070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1045,3,12 F4 03 
166,0.023 072 500,"SystemTask","Task Run","Runs for 129.000 us",184580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1048,5,04 D0 0C FE 03 
167,0.023 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",185097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1053,5,23 01 01 85 04 
168,0.023 201 500,"SystemTask","Task Block","Delayed",185612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1058,6,07 D0 0C 04 83 04 
169,0.023 319 750,"Idle","System Idle","Idle for 689.000 us",186558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1064,3,11 B2 07 
170,0.023 882 125,"SysTick","ISR Enter","Runs for 126.625 us",191057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1067,4,02 0F 93 23 
171,0.023 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",191570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1071,5,06 D0 0C 81 04 
172,0.024 008 750,"SysTick","ISR Exit","Returns to Scheduler",192070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1076,3,12 F4 03 
173,0.024 072 500,"SystemTask","Task Run","Runs for 129.000 us",192580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1079,5,04 D0 0C FE 03 
174,0.024 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",193097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1084,5,23 01 01 85 04 
175,0.024 201 500,"SystemTask","Task Block","Delayed",193612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1089,6,07 D0 0C 04 83 04 
176,0.024 319 750,"Idle","System Idle","Idle for 689.000 us",194558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1095,3,11 B2 07 
177,0.024 882 125,"SysTick","ISR Enter","Runs for 126.625 us",199057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1098,4,02 0F 93 23 
178,0.024 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",199570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1102,5,06 D0 0C 81 04 
179,0.025 008 750,"SysTick","ISR Exit","Returns to Scheduler",200070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1107,3,12 F4 03 
180,0.025 072 500,"SystemTask","Task Run","Runs for 129.000 us",200580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1110,5,04 D0 0C FE 03 
181,0.025 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",201097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1115,5,23 01 01 85 04 
182,0.025 201 500,"SystemTask","Task Block","Delayed",201612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1120,6,07 D0 0C 04 83 04 
183,0.025 319 750,"Idle","System Idle","Idle for 689.000 us",202558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1126,3,11 B2 07 
184,0.025 882 125,"SysTick","ISR Enter","Runs for 126.625 us",207057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1129,4,02 0F 93 23 
185,0.025 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",207570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1133,5,06 D0 0C 81 04 
186,0.026 008 750,"SysTick","ISR Exit","Returns to Scheduler",208070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1138,3,12 F4 03 
187,0.026 072 500,"SystemTask","Task Run","Runs for 129.000 us",208580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1141,5,04 D0 0C FE 03 
188,0.026 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",209097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1146,5,23 01 01 85 04 
189,0.026 201 500,"SystemTask","Task Block","Delayed",209612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1151,6,07 D0 0C 04 83 04 
190,0.026 322 875,"Idle","System Idle","Idle for 827.500 us",210583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1157,3,11 CB 07 
191,0.026 882 125,"SysTick","ISR Enter","Runs for 268.250 us",215057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1160,4,02 0F FA 22 
192,0.026 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",215570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1164,5,06 98 0A 81 04 
193,0.027 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",216148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1169,5,06 B4 0B C2 04 
194,0.027 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",216720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1174,5,06 D0 0C BC 04 
195,0.027 150 375,"SysTick","ISR Exit","Returns to Scheduler",217203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1179,3,12 E3 03 
196,0.027 214 125,"SystemTask","Task Run","Runs for 129.000 us",217713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1182,5,04 D0 0C FE 03 
197,0.027 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",218230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1187,5,23 01 01 85 04 
198,0.027 343 125,"SystemTask","Task Block","Delayed",218745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1192,6,07 D0 0C 04 83 04 
199,0.027 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",219667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,1198,5,04 98 0A 9A 07 
200,0.027 648 625,"Tarefa_T1","Task Block","Reason=27",221189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,1203,6,07 98 0A 1B F2 0B 
201,0.027 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",222219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,1209,5,04 B4 0B 86 08 
202,0.027 882 125,"SysTick","ISR Enter","Runs for 124.500 us",223057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,1214,4,02 0F C6 06 
203,0.027 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",223570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1218,5,06 D0 0C 81 04 
204,0.028 006 625,"SysTick","ISR Exit","Returns to Scheduler",224053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1223,3,12 E3 03 
205,0.028 070 375,"SystemTask","Task Run","Runs for 129.000 us",224563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1226,5,04 D0 0C FE 03 
206,0.028 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",225080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1231,5,23 01 01 85 04 
207,0.028 199 375,"SystemTask","Task Block","Delayed",225595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1236,6,07 D0 0C 04 83 04 
208,0.028 318 625,"Tarefa_T2","Task Run","Runs for 489.125 us",226549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,1242,5,04 B4 0B BA 07 
209,0.028 630 000,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",229040,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,1247,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 BB 13 
210,0.028 723 500,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",229788,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,1264,5,06 98 0A EC 05 
211,0.028 807 750,"Tarefa_T1","Task Run","Runs for 296.250 us",230462,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,1269,5,04 98 0A A2 05 
212,0.028 915 625,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",231325,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,1274,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
213,0.028 979 500,"SysTick","ISR Enter","Runs for 124.500 us",231836,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,1291,4,02 0F FF 03 
214,0.029 043 625,"SysTick","Task Ready","SystemTask, runs after 124.125 us",232349,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1295,5,06 D0 0C 81 04 
215,0.029 104 000,"SysTick","ISR Exit","Returns to Scheduler",232832,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1300,3,12 E3 03 
216,0.029 167 750,"SystemTask","Task Run","Runs for 129.000 us",233342,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1303,5,04 D0 0C FE 03 
217,0.029 232 375,"SystemTask","vTaskDelay","xTicksToDelay=1",233859,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1308,5,23 01 01 85 04 
218,0.029 296 750,"SystemTask","Task Block","Delayed",234374,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1313,6,07 D0 0C 04 83 04 
219,0.029 412 875,"Tarefa_T1","Task Run","Runs for 260.875 us",235303,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,1319,5,04 98 0A A1 07 
220,0.029 609 875,"Tarefa_T1","vTaskDelayUntil","",236879,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,1324,4,24 00 A8 0C 
221,0.029 673 750,"Tarefa_T1","Task Block","Delayed",237390,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,1328,6,07 98 0A 04 FF 03 
222,0.029 778 750,"Tarefa_T2","Task Run","Runs for 222.000 us",238230,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,1334,5,04 B4 0B C8 06 
223,0.029 842 375,"Tarefa_T2","vTaskDelayUntil","",238739,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,1339,4,24 00 FD 03 
224,0.029 887 750,"SysTick","ISR Enter","Runs for 46.125 us",239102,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,1343,4,02 0F EB 02 
225,0.029 933 875,"SysTick","ISR Exit","Returns to Tarefa_T2",239471,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,1347,3,03 F1 02 
226,0.030 000 750,"Tarefa_T2","Task Block","Delayed",240006,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,1350,6,07 B4 0B 04 97 04 
227,0.030 095 750,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",240766,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,1356,5,06 D0 0C F8 05 
228,0.030 189 750,"SystemTask","Task Run","Runs for 129.000 us",241518,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1361,5,04 D0 0C F0 05 
229,0.030 254 375,"SystemTask","vTaskDelay","xTicksToDelay=1",242035,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1366,5,23 01 01 85 04 
230,0.030 318 750,"SystemTask","Task Block","Delayed",242550,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1371,6,07 D0 0C 04 83 04 
231,0.030 437 000,"Idle","System Idle","Idle for 571.750 us",243496,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1377,3,11 B2 07 
232,0.030 882 125,"SysTick","ISR Enter","Runs for 126.625 us",247057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1380,4,02 0F E9 1B 
233,0.030 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",247570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1384,5,06 D0 0C 81 04 
234,0.031 008 750,"SysTick","ISR Exit","Returns to Scheduler",248070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1389,3,12 F4 03 
235,0.031 072 500,"SystemTask","Task Run","Runs for 129.000 us",248580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1392,5,04 D0 0C FE 03 
236,0.031 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",249097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1397,5,23 01 01 85 04 
237,0.031 201 500,"SystemTask","Task Block","Delayed",249612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1402,6,07 D0 0C 04 83 04 
238,0.031 319 750,"Idle","System Idle","Idle for 689.000 us",250558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1408,3,11 B2 07 
239,0.031 882 125,"SysTick","ISR Enter","Runs for 126.625 us",255057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1411,4,02 0F 93 23 
240,0.031 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",255570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1415,5,06 D0 0C 81 04 
241,0.032 008 750,"SysTick","ISR Exit","Returns to Scheduler",256070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1420,3,12 F4 03 
242,0.032 072 500,"SystemTask","Task Run","Runs for 129.000 us",256580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1423,5,04 D0 0C FE 03 
243,0.032 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",257097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1428,5,23 01 01 85 04 
244,0.032 201 500,"SystemTask","Task Block","Delayed",257612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1433,6,07 D0 0C 04 83 04 
245,0.032 319 750,"Idle","System Idle","Idle for 689.000 us",258558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1439,3,11 B2 07 
246,0.032 882 125,"SysTick","ISR Enter","Runs for 126.625 us",263057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1442,4,02 0F 93 23 
247,0.032 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",263570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1446,5,06 D0 0C 81 04 
248,0.033 008 750,"SysTick","ISR Exit","Returns to Scheduler",264070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1451,3,12 F4 03 
249,0.033 072 500,"SystemTask","Task Run","Runs for 129.000 us",264580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1454,5,04 D0 0C FE 03 
250,0.033 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",265097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1459,5,23 01 01 85 04 
251,0.033 201 500,"SystemTask","Task Block","Delayed",265612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1464,6,07 D0 0C 04 83 04 
252,0.033 319 750,"Idle","System Idle","Idle for 689.000 us",266558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1470,3,11 B2 07 
253,0.033 882 125,"SysTick","ISR Enter","Runs for 126.625 us",271057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1473,4,02 0F 93 23 
254,0.033 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",271570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1477,5,06 D0 0C 81 04 
255,0.034 008 750,"SysTick","ISR Exit","Returns to Scheduler",272070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1482,3,12 F4 03 
256,0.034 072 500,"SystemTask","Task Run","Runs for 129.000 us",272580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1485,5,04 D0 0C FE 03 
257,0.034 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",273097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1490,5,23 01 01 85 04 
258,0.034 201 500,"SystemTask","Task Block","Delayed",273612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1495,6,07 D0 0C 04 83 04 
259,0.034 319 750,"Idle","System Idle","Idle for 689.000 us",274558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1501,3,11 B2 07 
260,0.034 882 125,"SysTick","ISR Enter","Runs for 126.625 us",279057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1504,4,02 0F 93 23 
261,0.034 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",279570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1508,5,06 D0 0C 81 04 
262,0.035 008 750,"SysTick","ISR Exit","Returns to Scheduler",280070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1513,3,12 F4 03 
263,0.035 072 500,"SystemTask","Task Run","Runs for 129.000 us",280580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1516,5,04 D0 0C FE 03 
264,0.035 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",281097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1521,5,23 01 01 85 04 
265,0.035 201 500,"SystemTask","Task Block","Delayed",281612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1526,6,07 D0 0C 04 83 04 
266,0.035 319 750,"Idle","System Idle","Idle for 689.000 us",282558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1532,3,11 B2 07 
267,0.035 882 125,"SysTick","ISR Enter","Runs for 126.625 us",287057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1535,4,02 0F 93 23 
268,0.035 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",287570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1539,5,06 D0 0C 81 04 
269,0.036 008 750,"SysTick","ISR Exit","Returns to Scheduler",288070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1544,3,12 F4 03 
270,0.036 072 500,"SystemTask","Task Run","Runs for 129.000 us",288580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1547,5,04 D0 0C FE 03 
271,0.036 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",289097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1552,5,23 01 01 85 04 
272,0.036 201 500,"SystemTask","Task Block","Delayed",289612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1557,6,07 D0 0C 04 83 04 
273,0.036 322 875,"Idle","System Idle","Idle for 827.500 us",290583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,1563,3,11 CB 07 
274,0.036 882 125,"SysTick","ISR Enter","Runs for 268.250 us",295057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1566,4,02 0F FA 22 
275,0.036 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",295570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1570,5,06 98 0A 81 04 
276,0.037 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",296148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1575,5,06 B4 0B C2 04 
277,0.037 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",296720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1580,5,06 D0 0C BC 04 
278,0.037 150 375,"SysTick","ISR Exit","Returns to Scheduler",297203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1585,3,12 E3 03 
279,0.037 214 125,"SystemTask","Task Run","Runs for 129.000 us",297713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,1588,5,04 D0 0C FE 03 
280,0.037 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",298230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,1593,5,23 01 01 85 04 
281,0.037 343 125,"SystemTask","Task Block","Delayed",298745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,1598,6,07 D0 0C 04 83 04 
282,0.037 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",299667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,1604,5,04 98 0A 9A 07 
283,0.037 648 625,"Tarefa_T1","Task Block","Reason=27",301189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,1609,6,07 98 0A 1B F2 0B 
284,0.037 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",302219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,1615,5,04 B4 0B 86 08 
285,0.037 882 125,"SysTick","ISR Enter","Runs for 124.500 us",303057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,1620,4,02 0F C6 06 
286,0.037 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",303570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1624,5,06 D0 0C 81 04 
